Number,Code,Name,Lat,Lon,State,Category,fuel type,name-sheet,state-sheet,,,,,,,
6782,58029,Constellation New Energy Inc,39.92889,-74.8181,NJ,EXCLUDE,SUN,Constellation New Energy Inc,NJ,,,,,,,
6783,58030,Reeves Station Rd East,39.92833,-74.8144,NJ,EXCLUDE,SUN,Reeves Station Rd East,NJ,,,,,,,
6784,58032,Padelford Solar,41.85333,-71.065,MA,EXCLUDE,SUN,Padelford Solar,MA,,,,,,,
6785,58034,Nickel,35.64472,-119.723,CA,EXCLUDE,SUN,Nickel 1 Solar Facility,CA,,,,,,,
6786,58035,58035,58035,58035,58035,EXCLUDE,WND,Block Island Wind Farm,RI,,,,,,,
6787,58036,Riverside Renewable Energy LLC,39.90306,-75.1258,NJ,EXCLUDE,SUN,Riverside Renewable Energy LLC,NJ,,,,,,,
6788,58037,Buckeye Union HS District,33.41917,-112.576,AZ,EXCLUDE,SUN,Buckeye Union HS District 201,AZ,,,,,,,
6789,58038,Buffalo Center Wind LLC,43.38583,-92.7594,IA,EXCLUDE,WND,Buffalo Center Wind LLC,IA,,,,,,,
6790,58039,RET Modesto Solar,37.73417,-120.996,CA,EXCLUDE,SUN,K Road Modesto Solar,CA,,,,,,,
6791,58040,United Stationers Supply Solar Electric,40.32056,-74.5017,NJ,EXCLUDE,SUN,United Stationers Supply Solar Electric,NJ,,,,,,,
6792,58041,Chisholm View Wind Project,36.57472,-97.6736,OK,EXCLUDE,SUN,Reeves Station Rd East,NJ,,,,,,,
6793,58042,Black Mountain Solar LLC,35.01556,-114.16,AZ,EXCLUDE,SUN,Black Mountain Solar LLC,AZ,,,,,,,
6794,58043,Lilly Technical Center,39.7475,-86.1831,IN,EXCLUDE,DFO,Lilly Technical Center,IN,,,,,,,
6795,58044,Pioneer Grove Wind Farm,41.85083,-91.2342,IA,EXCLUDE,WND,Block Island Wind Farm,RI,,,,,,,
6796,58045,Community Wind South,43.71361,-95.8028,MN,EXCLUDE,WND,Community Wind South,MN,,,,,,,
6797,58046,Works,35.755,-80.2778,NC,EXCLUDE,DFO,Works 53,NC,,,,,,,
6798,58047,PPG Monroeville Chemicals Center,40.44444,-79.7181,PA,EXCLUDE,DFO,PPG Monroeville Chemicals Center,PA,,,,,,,
6799,58048,BayWa r.e Mozart LLC,32.96972,-100.524,TX,EXCLUDE,WND,BayWa r.e Mozart LLC,TX,,,,,,,
6800,58049,Jordache Enterprises Solar,40.55611,-74.4136,NJ,EXCLUDE,SUN,Jordache Enterprises Solar,NJ,,,,,,,
6801,58050,58050,58050,58050,58050,EXCLUDE,BIT,Miller Coors Eden LLC,NC,,,,,,,
6802,58051,"PPG Industries, Inc. Works",40.12639,-77.1644,PA,EXCLUDE,DFO,"PPG Industries, Inc. Works 6",PA,,,,,,,
6803,58052,Battle Creek Mill,42.31583,-85.1869,MI,EXCLUDE,NG,Battle Creek Mill,MI,,,,,,,
6804,58053,"PPG Industries, Inc. Works",36.69,-119.72,CA,EXCLUDE,DFO,"PPG Industries, Inc. Works 15",CA,,,,,,,
6805,58054,Burgess BioPower,44.47194,-71.1753,NH,EXCLUDE,WDS,Burgess BioPower,NH,,,,,,,
6806,58055,Windy Ridge Generating Facility,41.03472,-87.2603,IN,EXCLUDE,OBG,Windy Ridge Generating Facility,IN,,,,,,,
6807,58056,MillerCoors Irwindale Brewery,34.12167,-117.938,CA,EXCLUDE,DFO,PPG Monroeville Chemicals Center,PA,,,,,,,
6808,58057,MillerCoors Shenandoah Brewery,38.35694,-78.6767,VA,EXCLUDE,OBG,MillerCoors Shenandoah Brewery,VA,,,,,,,
6809,58058,Paramount Refinery,33.9,-118.151,CA,EXCLUDE,NG,Paramount Refinery,CA,,,,,,,
6810,58059,MillerCoors Trenton Brewery,39.45472,-84.4767,OH,EXCLUDE,BIT,Miller Coors Eden LLC,NC,,,,,,,
6811,58061,Decatur-Morgan Co LFG Recovery Project,34.62361,-87.1011,AL,EXCLUDE,LFG,Decatur-Morgan Co LFG Recovery Project,AL,,,,,,,
6812,58062,Imperial Valley Solar Company,33.24583,-115.497,CA,EXCLUDE,SUN,Imperial Valley Solar Company 1 LLC,CA,,,,,,,
6813,58063,58063,58063,58063,58063,EXCLUDE,BIT,SABIC Innovative Plastics Mt. Vernon,IN,,,,,,,
6814,58064,Laredo Bus Facility Solar Canopies,33.78333,-84.2678,GA,EXCLUDE,SUN,Laredo Bus Facility Solar Canopies,GA,,,,,,,
6815,58065,Charlestown Wind Turbine,42.39139,-71.0708,MA,EXCLUDE,WND,Charlestown Wind Turbine,MA,,,,,,,
6816,58066,"PCA, Filer City Mill",44.21333,-86.2867,MI,EXCLUDE,BIT,"PCA, Filer City Mill",MI,,,,,,,
6817,58068,SunE,29.245,-98.4183,TX,EXCLUDE,SUN,SunE CPS1 LLC,TX,,,,,,,
6818,58069,PRSI FCC Generator,29.72333,-95.2103,TX,EXCLUDE,PC,PRSI FCC Generator,TX,,,,,,,
6819,58070,Mercer Mall,40.29056,-74.6819,NJ,EXCLUDE,BIT,MillerCoors Trenton Brewery,OH,,,,,,,
6820,58071,Windwalkers LLC,43.38472,-93.2214,IA,EXCLUDE,WND,Windwalkers LLC,IA,,,,,,,
6821,58073,SEPV,34.61886,-117.939,CA,EXCLUDE,SUN,SEPV 1,CA,,,,,,,
6822,58074,SEPV,34.17417,-116.153,CA,EXCLUDE,BIT,SABIC Innovative Plastics Mt. Vernon,IN,,,,,,,
6823,58075,El Dorado Refinery,37.79278,-96.8772,KS,EXCLUDE,NG,El Dorado Refinery,KS,,,,,,,
6824,58076,Edwards Air Force Base,34.9325,-117.907,CA,EXCLUDE,SUN,Edwards Air Force Base,CA,,,,,,,
6825,58077,"Cross Oil Refining & Marketing, Inc",33.365,-92.7197,AR,EXCLUDE,NG,Cross Oil Refining & Marketing,AR,,,,,,,
6826,58078,Rocky Ridge Wind Project,35.13556,-99.0031,OK,EXCLUDE,WND,Rocky Ridge Wind Project,OK,,,,,,,
6827,58079,Newark Energy Center,40.707222,-74.125833,NJ,UC-NGCC,NG,Newark Energy Center,NJ,,,,,,,
6828,58080,Wolf Ridge Wind,33.73301,-97.4284,TX,EXCLUDE,WND,Wolf Ridge Wind,TX,,,,,,,
6457,58081,Western Sugar Coop- Ft Morgan,40.25417,-103.791,CO,EXCLUDE,NG,El Dorado Refinery,KS,,,,,,,
6829,58082,AMP Napoleon Solar Facility,41.40667,-84.1108,OH,EXCLUDE,SUN,AMP Napoleon Solar Facility,OH,,,,,,,
6830,58083,Fullerton Mill CHP,33.86167,-117.893,CA,EXCLUDE,NG,Fullerton Mill CHP,CA,,,,,,,
6831,58084,Kimberly Clark-Unit,41.55833,-73.4136,CT,EXCLUDE,NG,"Kimberly Clark-Unit 1,2,3",CT,,,,,,,
6832,58085,58085,58085,58085,58085,EXCLUDE,DFO,PRC-Desoto Intl/PPG Aerospace,CA,,,,,,,
6833,58086,Intel Folsom,38.64417,-121.164,CA,EXCLUDE,NG,Cross Oil Refining & Marketing,AR,,,,,,,
6834,58087,58087,58087,58087,58087,EXCLUDE,WND,Pea Patch Wind Farm,MD,,,,,,,
6835,58088,Stony Creek Wind Farm NY,42.75028,-78.2489,NY,EXCLUDE,WND,Stony Creek Wind Farm NY,NY,,,,,,,
6836,58089,Roeder Family Wind Farm LLC,43.29722,-93.2833,IA,EXCLUDE,WND,Roeder Family Wind Farm LLC,IA,,,,,,,
6837,58090,Middlesex Apple Orchard Solar,40.42639,-74.4922,NJ,EXCLUDE,SUN,Middlesex Apple Orchard Solar,NJ,,,,,,,
6838,58091,Keystone Solar,39.86111,-76.2211,PA,EXCLUDE,SUN,Keystone Solar,PA,,,,,,,
6839,58092,Solano Wind Plant III,38.11389,-121.764,CA,EXCLUDE,NG,Fullerton Mill CHP,CA,Brand new,ELEC.PLANT.CONS_EG_BTU.58079-ALL-ALL.M,,,,,
6840,58093,BBB Corporate Headquarters,40.69722,-74.305,NJ,EXCLUDE,SUN,BBB Corporate Headquarters,NJ,,,,,,,
6841,58094,Christmas Tree Shops DC Burlington NJ,40.10417,-74.8128,NJ,EXCLUDE,DFO,PRC-Desoto Intl/PPG Aerospace,CA,,,,,,,
6842,58095,Harmon DC Totowa NJ,40.90389,-74.2478,NJ,EXCLUDE,SUN,Harmon DC Totowa NJ,NJ,,,,,,,
6843,58096,Bed Bath & Beyond DC Port Reading NJ,40.56833,-74.2425,NJ,EXCLUDE,WND,Pea Patch Wind Farm,MD,,,,,,,
6844,58097,Green Meadows,41.66944,-70.5319,MA,EXCLUDE,SUN,HOW GM1,MA,,,,,,,
6845,58098,58098,58098,58098,58098,EXCLUDE,WND,El Cabo Wind,NM,,,,,,,
6846,58099,58099,58099,58099,58099,EXCLUDE,WND,Montague Wind Power Facility LLC,OR,,,,,,,
6847,58100,Kern Oil & Refining Co,35.29556,-118.918,CA,EXCLUDE,NG,Kern Oil & Refining Co,CA,,,,,,,
6848,58101,Foundation Cemex River Plant,34.56194,-117.307,CA,EXCLUDE,WND,Foundation Cemex River Plant,CA,,,,,,,
6849,58102,Foundation Cemex BMQ,34.62306,-117.113,CA,EXCLUDE,WND,Foundation Cemex BMQ,CA,,,,,,,
6850,58103,Heritage Garden Wind Farm I LLC,45.79556,-86.5339,MI,EXCLUDE,WND,Heritage Garden Wind Farm I LLC,MI,,,,,,,
6851,58104,Foundation Superior Farms,38.42,-121.818,CA,EXCLUDE,WND,Foundation Superior Farms,CA,,,,,,,
6852,58105,Foundation Wal-Mart Red Bluff,40.11111,-122.194,CA,EXCLUDE,SUN,Bed Bath & Beyond DC Port Reading NJ,NJ,,,,,,,
6853,58106,Meadow Creek Project Company,43.52443,-111.804,ID,EXCLUDE,SUN,HOW GM1,MA,,,,,,,
6854,58108,International Paper Red River Mill,31.90333,-93.1739,LA,EXCLUDE,WND,El Cabo Wind,NM,,,,,,,
6855,58109,Georgia-Pacific Toledo Mill,44.61194,-123.932,OR,EXCLUDE,WND,Montague Wind Power Facility LLC,OR,,,,,,,
6856,58110,Brookside Newark,39.66889,-75.7161,DE,EXCLUDE,NG,Brookside Newark,DE,,,,,,,
6857,58111,Bishop Hill II Wind Farm,41.2325,-90.1742,IL,EXCLUDE,WND,Bishop Hill II Wind Farm,IL,,,,,,,
6858,58112,Foundation Cemex Madison,38.69278,-121.933,CA,EXCLUDE,WND,Foundation Cemex Madison,CA,,,,,,,
6859,58113,Foundation RRM,33.91722,-116.815,CA,EXCLUDE,WND,Foundation RRM,CA,,,,,,,
6860,58114,Foundation NWNA,33.91417,-116.749,CA,EXCLUDE,WND,Foundation NWNA,CA,,,,,,,
6861,58116,Cellu Tissue,41.77639,-72.6086,CT,EXCLUDE,NG,Cellu Tissue,CT,,,,,,,
6862,58117,TNSG South Plant,70.2,-148.467,AK,EXCLUDE,NG,TNSG South Plant,AK,,,,,,,
6863,58118,La Joya Del Sol,36.67861,-119.798,CA,EXCLUDE,SUN,La Joya Del Sol,CA,,,,,,,
6864,58119,Depot Park Solar System,38.525,-121.397,CA,EXCLUDE,SUN,Depot Park Solar System,CA,,,,,,,
6865,58120,Lower South Fork,45.20917,-109.144,MT,EXCLUDE,WAT,Lower South Fork,MT,,,,,,,
6866,58121,Echo Wind Park,43.8825,-83.1614,MI,EXCLUDE,WND,Echo Wind Park,MI,,,,,,,
6867,58122,Delano Energy Center,35.79056,-119.277,CA,EXCLUDE,NG,Wellhead Power Delano LLC,CA,,,,,,,
6868,58123,Wakefern Food Corp,40.51,-74.3283,NJ,EXCLUDE,SUN,Wakefern Food Corp,NJ,,,,,,,
6869,58124,all fuels : all primemovers :,44.88778,-89.6297,WI,EXCLUDE,WDS,Rothschild Biomass Cogen Facility,WI,,,,,,,
6870,58125,Quay County,35.18278,-103.731,NM,EXCLUDE,DFO,Quay County,NM,,,,,,,
3033,58126,Limon Wind I,39.38098,-103.573,CO,EXCLUDE,WND,Limon Wind I,CO,,,,,,,
3034,58127,Limon Wind II,39.34139,-103.581,CO,EXCLUDE,WND,Limon Wind II,CO,,,,,,,
6872,58128,Kaiser Downey,33.91917,-118.129,CA,EXCLUDE,LFG,Kaiser Downey,CA,,,,,,,
6873,58129,Fair Oaks Generating Facility,41.08111,-87.2869,IN,EXCLUDE,OBG,Fair Oaks Generating Facility,IN,,,,,,,
6874,58130,Blue Mountain Biogas,38.17389,-113.297,UT,EXCLUDE,OBG,Blue Mountain Biogas,UT,,,,,,,
6875,58131,Outback Solar At Christmas Valley,43.23694,-120.49,OR,EXCLUDE,SUN,Outback Solar At Christmas Valley,OR,,,,,,,
6876,58132,Kaiser Ontario,34.0325,-117.609,CA,EXCLUDE,OBG,Kaiser Ontario,CA,,,,,,,
6877,58133,Raleigh,31.96972,-89.5803,MS,EXCLUDE,NG,Raleigh CO2 Plant,MS,,,,,,,
6878,58134,Oberlin Spear Point Solar One,41.31806,-82.2242,OH,EXCLUDE,SUN,Oberlin Spear Point Solar One,OH,,,,,,,
6879,58135,Washington White Post Solar LLC,35.50444,-76.8486,NC,EXCLUDE,SUN,Washington White Post Solar LLC,NC,,,,,,,
6880,58136,Adkins Energy LLC,42.36222,-89.8036,IL,EXCLUDE,NG,Adkins Energy LLC,IL,,,,,,,
6881,58137,Ensign Wind LLC,37.61447,-100.279,KS,EXCLUDE,WND,Ensign Wind LLC,KS,,,,,,,
6882,58138,Otter Creek Ethanol Poet - Ashton,43.275,-95.8097,IA,EXCLUDE,NG,Otter Creek Ethanol Poet - Ashton,IA,,,,,,,
6883,58139,Central Energy Plant USU,41.74861,-111.812,UT,EXCLUDE,NG,Central Energy Plant USU,UT,,,,,,,
6884,58140,Summit Street Power Plant,41.14306,-81.3408,OH,EXCLUDE,NG,Summit Street Power Plant,OH,,,,,,,
6885,58141,Groton Wind LLC,43.7681,-71.8189,NH,EXCLUDE,WND,Groton Wind LLC,NH,,,,,,,
6886,58142,Rock Creek Dairy,42.50028,-114.615,ID,EXCLUDE,OBG,Rock Creek Dairy,ID,,,,,,,
6887,58143,Solar Star California II LLC,38.51583,-121.473,CA,EXCLUDE,SUN,Solar Star California II LLC,CA,,,,,,,
6888,58144,SVEP Solar Project Company,42.75361,-73.2261,VT,EXCLUDE,SUN,SVEP Solar Project Company,VT,,,,,,,
6889,58145,Williamstown Solar,44.11306,-72.6058,VT,EXCLUDE,SUN,Williamstown Solar,VT,,,,,,,
6890,58146,Twin Rivers Paper Co LLC,47.36,-68.3286,ME,EXCLUDE,PUR,Twin Rivers Paper Co LLC,ME,,,,,,,
6891,58147,Prescott Solar Plant,34.64944,-112.428,AZ,EXCLUDE,SUN,Prescott Solar Plant,AZ,,,,,,,
6892,58148,RE Kansas South LLC,36.22611,-119.834,CA,EXCLUDE,SUN,RE Kansas South LLC,CA,,,,,,,
6893,58149,TA-High Desert LLC,34.70889,-118.305,CA,EXCLUDE,SUN,TA-High Desert LLC,CA,,,,,,,
6894,58150,Black Cap Solar Plant,42.31333,-120.432,OR,EXCLUDE,SUN,Black Cap Solar Plant,OR,,,,,,,
6895,58151,Central Utility Plant - Texas A&M,30.61778,-96.3433,TX,EXCLUDE,NG,Central Utility Plant,TX,,,,,,,
6896,58152,Danbury Hospital Cogen Plant,41.40528,-73.4475,CT,EXCLUDE,NG,Danbury Hospital Cogen Plant,CT,,,,,,,
6897,58153,Eastern Maine Medical Center,44.80833,-68.7508,ME,EXCLUDE,NG,Eastern Maine Medical Center,ME,,,,,,,
6898,58154,North Sky River Energy LLC,35.34778,-118.186,CA,EXCLUDE,WND,North Sky River Energy LLC,CA,,,,,,,
6899,58155,Perrin Ranch Wind LLC,35.41556,-112.271,AZ,EXCLUDE,WND,Perrin Ranch Wind LLC,AZ,,,,,,,
6900,58156,SUNY Old Westbury College,40.78889,-73.565,NY,EXCLUDE,NG,SUNY Old Westbury College,NY,,,,,,,
6901,58157,University of Rochester,43.12389,-77.6289,NY,EXCLUDE,NG,University of Rochester,NY,,,,,,,
6902,58158,Wesleyan University Cogen,41.55639,-72.6539,CT,EXCLUDE,NG,Wesleyan University Cogen 1,CT,,,,,,,
6903,58159,UCONN Cogen Facility,41.80917,-72.2542,CT,EXCLUDE,NG,UCONN Cogen Facility,CT,,,,,,,
6904,58160,Williams College - Campus CHP,42.70972,-73.2022,MA,EXCLUDE,NG,Williams College - Campus CHP,MA,,,,,,,
6905,58161,Western Michigan University Power Plant,42.28,-85.6064,MI,EXCLUDE,NG,Western Michigan University Power Plant,MI,,,,,,,
6906,58162,Cirrus Wind,33.03306,-101.688,TX,EXCLUDE,WND,Cirrus Wind 1 LLC,TX,,,,,,,
6907,58163,Mercy Medical Center,40.68833,-73.6308,NY,EXCLUDE,DFO,Mercy Medical Center,NY,,,,,,,
6908,58164,Slayton Solar,43.98028,-95.7672,MN,EXCLUDE,SUN,Slayton Solar,MN,,,,,,,
6909,58165,College of New Jersey,40.26944,-74.7733,NJ,EXCLUDE,NG,College of New Jersey,NJ,,,,,,,
6910,58166,Smith College Central Heating Plant,42.3125,-72.6394,MA,EXCLUDE,NG,Smith College Central Heating Plant,MA,,,,,,,
6911,58167,William Floyd School District,40.77694,-72.8508,NY,EXCLUDE,NG,William Floyd School District,NY,,,,,,,
6912,58168,Energy Center,34.06306,-117.164,CA,EXCLUDE,NG,Energy Center,CA,,,,,,,
6913,58169,CSUF Trigeneration,33.87944,-117.888,CA,EXCLUDE,NG,CSUF Trigeneration,CA,,,,,,,
6914,58170,Crafton Hills College Solar Farm,34.04306,-117.099,CA,EXCLUDE,SUN,Crafton Hills College Solar Farm,CA,,,,,,,
6915,58171,Prairie Fire,32.11639,-110.82,AZ,EXCLUDE,SUN,Prairie Fire,AZ,,,,,,,
6916,58172,Seaside Heights Power Plant,39.94333,-74.0786,NJ,EXCLUDE,DFO,Seaside Heights Power Plant,NJ,,,,,,,
6917,58173,BMW Manufacturing Co,34.89417,-82.1783,SC,EXCLUDE,LFG,BMW Manufacturing Co,SC,,,,,,,
6918,58174,58174,58174,58174,58174,EXCLUDE,SUN,Wilson Solar,MA,,,,,,,
6919,58175,58175,58175,58175,58175,EXCLUDE,WND,Jawbone Wind Project,MT,,,,,,,
6920,58176,Connecticut Valley Hospital Plant,41.55389,-72.6275,CT,EXCLUDE,NG,Connecticut Valley Hospital Plant,CT,,,,,,,
6921,58177,Kishwaukee CHP Plant,42.22194,-89.0933,IL,EXCLUDE,OBG,Kishwaukee CHP Plant,IL,,,,,,,
6922,58178,M. G. Emmett J. Bean Federal Center,39.85306,-86.0144,IN,EXCLUDE,SUN,M. G. Emmett J. Bean Federal Center,IN,,,,,,,
6923,58179,MTSU Power Co-Gen Plant,35.85139,-86.365,TN,EXCLUDE,NG,MTSU Power Co-Gen Plant,TN,,,,,,,
6924,58180,UNH,43.13667,-70.9364,NH,EXCLUDE,LFG,UNH 7.9 MW Plant,NH,,,,,,,
6925,58181,Loyola University Health Plant,41.85583,-87.8356,IL,EXCLUDE,NG,Loyola University Health Plant,IL,,,,,,,
6926,58183,Prairie Horizon Agri Energy,39.76111,-99.3058,KS,EXCLUDE,LFG,BMW Manufacturing Co,SC,,,,,,,
6927,58184,Rand Whitney CHP Plant,41.45278,-72.1361,CT,EXCLUDE,SUN,Wilson Solar,MA,,,,,,,
6928,58185,Amherst College Co Gen,42.37167,-72.5122,MA,EXCLUDE,WND,Jawbone Wind Project,MT,,,,,,,
6929,58186,HVCC Cogen Plant,42.69694,-73.68,NY,EXCLUDE,NG,HVCC Cogen Plant,NY,,,,,,,
6930,58187,all fuels : all primemovers :,40.51611,-74.34,NJ,EXCLUDE,SUN,180 Raritan Solar,NJ,,,,,,,
6931,58188,58188,58188,58188,58188,EXCLUDE,SUN,Rio Mesa Solar Facility 1,CA,,,,,,,
6932,58189,58189,58189,58189,58189,EXCLUDE,SUN,Rio Mesa SEGF 2,CA,,,,,,,
6933,58190,58190,58190,58190,58190,EXCLUDE,NG,Thomas M Knott Cogen Facility,CA,,,,,,,
6934,58191,US Magnesium,40.91333,-112.734,UT,EXCLUDE,NG,US Magnesium,UT,,,,,,,
6935,58192,Arkalon Ethanol LLC,37.11056,-100.804,KS,EXCLUDE,NG,Arkalon Ethanol LLC,KS,,,,,,,
6936,58193,Bonanza BioEnergy LLC,37.95861,-100.836,KS,EXCLUDE,NG,Bonanza BioEnergy LLC,KS,,,,,,,
6937,58194,West Campus Steam Plant,40.79278,-77.8647,PA,EXCLUDE,BIT,West Campus Steam Plant,PA,,,,,,,
6938,58195,East Campus Steam Plant,40.80917,-77.8475,PA,EXCLUDE,NG,East Campus Steam Plant,PA,,,,,,,
6939,58196,Cargill Salt Hersey,43.83417,-85.3558,MI,EXCLUDE,SUN,180 Raritan Solar,NJ,,,,,,,
6940,58197,Poet Biorefining Lake Crystal,44.09333,-94.2767,MN,EXCLUDE,SUN,Rio Mesa Solar Facility 1,CA,,,,,,,
6941,58198,Parnassus Central Utility Plant,37.76083,-122.456,CA,EXCLUDE,SUN,Rio Mesa SEGF 2,CA,,,,,,,
6942,58199,Arizona State University CHP,33.41722,-111.928,AZ,EXCLUDE,NG,Thomas M Knott Cogen Facility,CA,,,,,,,
6943,58200,Burnside Alumina Div,30.13417,-90.9175,LA,EXCLUDE,NG,Burnside Alumina Div,LA,,,,,,,
6944,58201,Monroe Community College Plant,43.10389,-77.6103,NY,EXCLUDE,NG,Monroe Community College Plant,NY,,,,,,,
6945,58202,RE Victor Phelan Solar One LLC,34.53611,-117.478,CA,EXCLUDE,SUN,RE Victor Phelan Solar One LLC,CA,,,,,,,
6946,58203,"Minco Wind III, LLC",35.37236,-98.15,OK,EXCLUDE,WND,"Minco Wind III, LLC",OK,,,,,,,
6947,58204,Grassland,38.50028,-121.694,CA,EXCLUDE,SUN,Grassland 3 Solar Project,CA,,,,,,,
6948,58205,Grand Ave Plant,39.11194,-94.5811,MO,EXCLUDE,BIT,Grand Ave Plant,MO,,,,,,,
6949,58206,West Gates Solar Station,36.14222,-120.133,CA,EXCLUDE,SUN,West Gates Solar Station,CA,,,,,,,
6950,58207,Central Utility Plant at White Oak,39.03944,-76.9825,MD,EXCLUDE,NG,Central Utility Plant at White Oak,MD,,,,,,,
6951,58208,Cinnamon Bay Edgeboro Landfill,40.46528,-74.3939,NJ,EXCLUDE,LFG,Cinnamon Bay Edgeboro Landfill,NJ,,,,,,,
6952,58209,"NextEra-Blackwell Wind, LLC",36.84667,-97.4175,OK,EXCLUDE,WND,"NextEra-Blackwell Wind, LLC",OK,,,,,,,
6953,58210,NFM Solar Power LLC,42.61083,-72.4742,MA,EXCLUDE,SUN,NFM Solar Power LLC,MA,,,,,,,
6954,58211,58211,58211,58211,58211,EXCLUDE,GEO,Hudson Ranch Power II LLC,CA,,,,,,,
6955,58212,58212,58212,58212,58212,EXCLUDE,NG,Buzzard Roost GT,SC,,,,,,,
6956,58213,Saddle Mountain Solar I,33.37833,-113.181,AZ,EXCLUDE,SUN,Saddle Mountain Solar I,AZ,,,,,,,
6957,58214,West Greenwich Solar,41.64944,-71.71,RI,EXCLUDE,SUN,West Greenwich Solar,RI,,,,,,,
6958,58215,Lee Combined Cycle Plant,35.37361,-78.0894,NC,UC NGCC - commenced in 2012,NG,Lee Combined Cycle Plant,NC,,,,,,,
6959,58216,J.R. Simplot Company,37.80694,-121.278,CA,EXCLUDE,WH,J.R. Simplot Company,CA,,,,,,,
6960,58217,Grassland,38.50028,-121.694,CA,EXCLUDE,SUN,Grassland 4 Solar Project,CA,,,,,,,
6961,58218,Spion Kop Wind Farm,47.33333,-110.639,MT,EXCLUDE,WND,Spion Kop Wind Farm,MT,,,,,,,
6962,58219,GL Dairy Biogas,43.12444,-89.545,WI,EXCLUDE,SUN,NFM Solar Power LLC,MA,,,,,,,
6963,58220,Haviland Plastic Products,41.01611,-84.5875,OH,EXCLUDE,GEO,Hudson Ranch Power II LLC,CA,,,,,,,
6964,58221,Oak Tree Farm Dairy Facility,40.84944,-73.3344,NY,EXCLUDE,NG,Buzzard Roost GT,SC,,,,,,,
6965,58222,E.B. Eddy Paper Inc,42.98861,-82.4367,MI,EXCLUDE,BIT,E.B. Eddy Paper Inc,MI,,,,,,,
6966,58223,Hoag Hospital Cogen Plant,33.62278,-117.936,CA,EXCLUDE,NG,Hoag Hospital Cogen Plant,CA,,,,,,,
6967,58224,CCSU Co-Gen-STBY Gen,41.69139,-72.7686,CT,EXCLUDE,NG,CCSU Co-Gen-STBY Gen,CT,,,,,,,
6968,58226,Newberry Solar,34.85083,-116.68,CA,EXCLUDE,SUN,Newberry Solar 1 LLC,CA,,,,,,,
6969,58227,all fuels : all primemovers :,34.19222,-116.09,CA,EXCLUDE,SUN,SEPV9 Power Plant,CA,,,,,,,
6970,58228,Acadia Energy Center,38.92306,-75.4533,DE,EXCLUDE,SUN,Milford Solar Farm,DE,,,,,,,
6971,58229,Lake Marion,44.60028,-93.2939,MN,EXCLUDE,DFO,Lake Marion,MN,,,,,,,
6972,58230,Hastings,44.7,-92.8936,MN,EXCLUDE,DFO,Hastings,MN,,,,,,,
6973,58231,Lincoln Financial Field,39.90083,-75.1675,PA,EXCLUDE,SUN,Lincoln Financial Field,PA,,,,,,,
6974,58232,Tahquitz High School,33.76722,-117.018,CA,EXCLUDE,SUN,Tahquitz High School,CA,,,,,,,
6975,58233,Wagner Wind LLC,33.90889,-116.556,CA,EXCLUDE,WND,WKN Wagner,CA,,,,,,,
6976,58234,SEPV,34.17194,-116.153,CA,EXCLUDE,SUN,SEPV 8,CA,,,,,,,
6977,58235,58235,58235,58235,58235,EXCLUDE,NG,Clayville,NJ,,,,,,,
6978,58236,58236,58236,58236,58236,EXCLUDE,NG,Marshalltown Generating Station,IA,,,,,,,
6979,58237,CCSU Fuel Cell Project,41.69194,-72.7611,CT,EXCLUDE,NG,CCSU Fuel Cell Project,CT,,,,,,,
6980,58238,Georgia Mountain Community Wind Farm,44.66167,-73.07,VT,EXCLUDE,WND,Georgia Mountain Community Wind Farm,VT,,,,,,,
6981,58239,Kent County-Kennedyville,39.29722,-75.9822,MD,EXCLUDE,SUN,Kent County-Kennedyville,MD,,,,,,,
6982,58240,Kit Carson,36.96667,-105.438,NM,EXCLUDE,SUN,Kit Carson,NM,,,,,,,
6983,58241,Rock Hall,39.15,-76.23,MD,EXCLUDE,SUN,Rock Hall,MD,,,,,,,
6984,58242,Pattern Panhandle Wind LLC,35.4275,-101.253,TX,EXCLUDE,WND,Pattern Panhandle Wind LLC,TX,,,,,,,
6985,58243,Kent County - Worton Complex,39.28083,-76.0908,MD,EXCLUDE,SUN,SEPV 8,CA,,,,,,,
6986,58244,West Valley High School Solar,33.71972,-117.01,CA,EXCLUDE,NG,Clayville,NJ,,,,,,,
6987,58245,Northeastern Illinois University Cogen,41.98111,-87.7192,IL,EXCLUDE,NG,Marshalltown Generating Station,IA,,,,,,,
6988,58246,Millersville LFG,39.08472,-76.6764,MD,EXCLUDE,LFG,Millersville LFG,MD,,,,,,,
6989,58248,Pierce College,34.18361,-118.575,CA,EXCLUDE,SUN,Pierce College,CA,,,,,,,
6990,58249,VA Sepulveda Ambulatory Care Center,34.24889,-118.483,CA,EXCLUDE,SUN,VA Sepulveda Ambulatory Care Center,CA,,,,,,,
6991,58250,Tullytown,40.15139,-74.7806,PA,EXCLUDE,LFG,Tullytown,PA,,,,,,,
6992,58251,C&H Sugar Plant,38.05722,-122.219,CA,EXCLUDE,PUR,C&H Sugar Plant,CA,,,,,,,
6993,58252,Alpha Ridge LFG,39.305,-76.9019,MD,EXCLUDE,LFG,Alpha Ridge LFG,MD,,,,,,,
6994,58253,CBS Television City,34.075,-118.36,CA,EXCLUDE,SUN,CBS Television City,CA,,,,,,,
6995,58254,Chatham,42.93444,-85.3475,MI,EXCLUDE,NG,Chatham,MI,,,,,,,
